,dose_bins,coverage
0,0.0,100.0
1,0.1,100.0
2,0.2,100.0
3,0.30000000000000004,100.0
4,0.4,100.0
5,0.5,99.8018417064926
6,0.6000000000000001,99.55705793215992
7,0.7000000000000001,99.17239771535144
8,0.8,98.71779927730505
9,0.9,98.2865135796713
10,1.0,97.82025877141858
11,1.1,97.31903485254692
12,1.2000000000000002,96.79449819326261
13,1.3,96.26996153397832
14,1.4000000000000001,95.71045576407506
15,1.5,95.17426273458445
16,1.6,94.57978785406225
17,1.7000000000000002,94.05525119477794
18,1.8,93.55402727590628
19,1.9000000000000001,92.98286513579671
20,2.0,92.43501573609979
21,2.1,91.91047907681548
22,2.2,91.3975987877375
23,2.3000000000000003,90.86140575824689
24,2.4000000000000004,90.38349457978785
25,2.5,89.88227066091619
26,2.6,89.3577340016319
27,2.7,88.86816645296655
28,2.8000000000000003,88.35528616388856
29,2.9000000000000004,87.81909313439795
30,3.0,87.3295255857326
31,3.1,86.8632707774799
32,3.2,86.42032870963982
33,3.3000000000000003,85.93076116097447
34,3.4000000000000004,85.47616272292808
35,3.5,85.033220655088
36,3.6,84.61359132766056
37,3.7,84.14733651940786
38,3.8000000000000003,83.76267630259937
39,3.9000000000000004,83.34304697517193
40,4.0,82.93507401795081
41,4.1000000000000005,82.538757430936
42,4.2,82.14244084392121
43,4.3,81.75778062711272
44,4.4,81.41974589112951
45,4.5,81.01177293390838
46,4.6000000000000005,80.6970509383378
47,4.7,80.32404709173562
48,4.800000000000001,79.98601235575242
49,4.9,79.61300850915025
50,5.0,79.28663014337334
51,5.1000000000000005,78.99522088821541
52,5.2,78.69215526285114
53,5.300000000000001,78.34246415666162
54,5.4,77.99277305047208
55,5.5,77.7363329059331
56,5.6000000000000005,77.43326728056883
57,5.7,77.11854528499825
58,5.800000000000001,76.76885417880872
59,5.9,76.4891012938571
60,6.0,76.20934840890547
61,6.1000000000000005,75.89462641333489
62,6.2,75.62652989858958
63,6.300000000000001,75.311807903019
64,6.4,75.04371138827369
65,6.5,74.79892761394102
66,6.6000000000000005,74.49586198857676
67,6.7,74.26273458445041
68,6.800000000000001,73.98298169949878
69,6.9,73.65660333372188
70,7.0,73.44678867000816
71,7.1000000000000005,73.16703578505653
72,7.2,72.95722112134283
73,7.300000000000001,72.66581186618487
74,7.4,72.39771535143956
75,7.5,72.17624431751952
76,7.6000000000000005,71.94311691339317
77,7.7,71.73330224967945
78,7.800000000000001,71.48851847534678
79,7.9,71.2437347010141
80,8.0,70.9872945564751
81,8.1,70.80079263317403
82,8.200000000000001,70.62594708007927
83,8.3,70.38116330574658
84,8.4,70.17134864203287
85,8.5,69.92656486770021
86,8.6,69.67012472316121
87,8.700000000000001,69.50693554027276
88,8.8,69.29712087655903
89,8.9,69.13393169367059
90,9.0,68.91246065975055
91,9.1,68.6793332556242
92,9.200000000000001,68.44620585149784
93,9.3,68.31798577922835
94,9.4,68.16645296654622
95,9.5,68.01492015386408
96,9.600000000000001,67.80510549015037
97,9.700000000000001,67.60694719664296
98,9.8,67.36216342231029
99,9.9,67.22228697983448
100,10.0,67.09406690756498
101,10.100000000000001,66.95419046508917
102,10.200000000000001,66.79100128220072
103,10.3,66.62781209931228
104,10.4,66.40634106539224
105,10.5,66.17321366126589
106,10.600000000000001,66.06830632940903
107,10.700000000000001,65.95174262734585
108,10.8,65.83517892528266
109,10.9,65.64867700198158
110,11.0,65.47383144888683
111,11.100000000000001,65.22904767455414
112,11.200000000000001,65.10082760228465
113,11.3,64.99592027042779
114,11.4,64.90266930877725
115,11.5,64.75113649609511
116,11.600000000000001,64.6112600536193
117,11.700000000000001,64.38978901969926
118,11.8,64.16831798577924
119,11.9,64.04009791350973
120,12.0,63.97015969227182
121,12.100000000000001,63.87690873062128
122,12.200000000000001,63.748688658351796
123,12.3,63.632124956288614
124,12.4,63.410653922368574
125,12.5,63.15421377782958
126,12.600000000000001,63.00268096514745
127,12.700000000000001,62.94439911411587
128,12.8,62.862804522671645
129,12.9,62.78120993122741
130,13.0,62.664646229164234
131,13.100000000000001,62.45483156545052
132,13.200000000000001,62.25667327194312
133,13.3,62.03520223802308
134,13.4,61.96526401678517
135,13.5,61.93029490616622
136,13.600000000000001,61.83704394451568
137,13.700000000000001,61.76710572327777
138,13.8,61.580603799976686
139,13.9,61.38244550646929
140,14.0,61.16097447254924
141,14.100000000000001,61.04441077048607
142,14.200000000000001,61.009441659867115
143,14.3,60.92784706842289
144,14.4,60.904534328010264
145,14.5,60.77631425574076
146,14.600000000000001,60.56649959202704
147,14.700000000000001,60.37999766872596
148,14.8,60.21680848583751
149,14.9,60.076932043361694
150,15.0,60.05361930294906
151,15.100000000000001,60.00699382212379
152,15.200000000000001,59.92539923067957
153,15.3,59.843804639235344
154,15.4,59.65730271593426
155,15.5,59.47080079263317
156,15.600000000000001,59.307611609744725
157,15.700000000000001,59.15607879706259
158,15.8,59.132766056649956
159,15.9,59.086140575824686
160,16.0,59.027858724793106
161,16.1,58.93460776314255
162,16.2,58.74810583984147
163,16.3,58.58491665695303
164,16.400000000000002,58.410071103858265
165,16.5,58.25853829117613
166,16.6,58.22356918055718
167,16.7,58.17694369973191
168,16.8,58.13031821890663
169,16.900000000000002,58.06037999766872
170,17.0,57.943816295605544
171,17.1,57.79228348292341
172,17.2,57.617437929828654
173,17.3,57.442592376733884
174,17.400000000000002,57.3843105257023
175,17.5,57.349341415083344
176,17.6,57.27940319384543
177,17.7,57.20946497260753
178,17.8,57.139526751369615
179,17.900000000000002,56.987993938687495
180,18.0,56.83646112600537
